1 ^ Confitémini Dòmino, qŭóniam bonus, qŭóniam in sáĕculum misericórdia ejus. ^ Give glory to the Lord, for he is good, for his mercy endureth for ever.
2 ^ Dicant qŭi redèmpti sunt a Dòmino, qŭos redémit de manu inimíci, ^ Let them say so that have been redeemed by the Lord, whom he hath redeemed from the hand of the enemy.
3 ^ De reǧiónibus congregávit eos, a solis ortu et occásu, et ab aqŭilóne et mari. ^ Out of the countries he gathered them, from the rising and from the setting of the sun, from the north and from the sea.
29 ^ Et statúvit procèllam ejus in aŭram, et siluérunt fluctûs ejus. ^ And he turned the storm into a breeze, and its waves were still.
30 ^ Et laĕtáti sunt qŭia siluérunt, et dedúxit eos in portum voluntátis eórum. ^ And they rejoiced because they were still, and he brought them to the haven which they wished for.
31 ^ Confiteántur Dòmino misericórdiaĕ ejus, et mirabìlia ejus fíliîs hòminum. ^ Let the mercies of the Lord give glory to him, and his wonderful works to the children of men.
32 ^ Exaltent eum in ecclésia plebis, et in catédra seniórum laŭdent eum. ^ Let them exalt him in the church of the people, and praise him in the chair of the ancients.
33 ^ Pósuit flúmina in desèrtum et èxitûs aqŭárum in sìtim, ^ He hath turned rivers into a wilderness and the sources of waters into dry ground,
34 ^ Terram fructìferam in salsúǧinem, a malìția inhabitántium in ea. ^ a fruitful land into barrenness, for the wickedness of them that dwell therein.
35 ^ Pósuit desèrtum in stagna aqŭárum, et terram sine aqŭa in èxitûs aqŭárum. ^ He hath turned a wilderness into pools of waters, and a dry land into water springs.
36 ^ Et collocávit illic esurièntes, et constituvérunt civitátem habitațiónis. ^ And hath placed there the hungry~; and they established a city for their habitation.
37 ^ Et seminavérunt agros, et plantavérunt víneas, et fecérunt fructum nativitátis. ^ And they sowed fields, and planted vineyards, and they yielded fruit of birth.
38 ^ Et benedíxit eîs, et multiplicáti sunt nìmis, et jumènta eórum non minorávit. ^ And he blessed them, and they were multiplied exceedingly, and their cattle he suffered not to decrease.
39 ^ Et paŭci facti sunt, et vexáti sunt a tribulațióne malórum et dolóre. ^ And they were brought to be few, and they were afflicted through the trouble of evils and sorrow.
40 ^ Effúsa est contèmpțio super príncipes, et erráre fecit eos in ìnvio, et non in via. ^ Contempt was poured forth upon their princes, and he caused them to wander where there was no passing, and out of the way.
41 ^ Et adjúvit páŭperem de inòpia, et pósuit sicut oves famìlias. ^ And he helped the poor out of poverty, and made him families like a flock of sheep.
42 ^ Vǐdébunt recti, et laĕtabùntur, et òmnis iníqŭitas oppilábit os suum. ^ The just shall see, and shall rejoice, and all iniquity shall stop her mouth.
43 ^ ¿~Qŭìs sápiens, et custódiet haĕc, et intèlleǧet misericórdias Dòmini~? ^ Who is wise, and will keep these things, and will understand the mercies of the Lord~?
