2 ^ Salvum me fac, Deus, qŭóniam intravérunt aqŭaĕ usqŭe ad ánimam meam. ^ Save me, O God, for the waters are come in even unto my soul.
14 ^ Ego vero orațiónem meam ad te Dòmine~; tempus beneplácití, Deus. In multitúdine misericórdiaĕ tuaĕ, exáŭdi me in veritáte salútis tuaĕ. ^ But as for me, my prayer is to thee, O Lord~; for the time of thy good pleasure, O God. In the multitude of thy mercy hear me, in the truth of thy salvation.
15 ^ Éripe me de luto, ut non infíǧar~; líbera me ab eîs qŭi odérunt me, et de profùndîs aqŭárum. ^ Draw me out of the mire, that I may not stick fast~; deliver me from them that hate me, and out of the deep waters.
16 ^ Non me demèrǧat tempèstas aqŭaĕ, nèqŭe absórbeat me profùndum, nèqŭe ùrǧeat super me púteus os suum. ^ Let not the tempest of water drown me, nor the deep water swallow me up, and let not the pit shut her mouth upon me.
17 ^ Exáŭdi me, Dòmine, qŭóniam benìgna est misericórdia tua~; secùndum multitúdinem miserațiónum tuárum rèspice in me. ^ Hear me, O Lord, for thy mercy is kind~; look upon me according to the multitude of thy tender mercies.
18 ^ Et ne avèrtas fáciem tuam a púero tuo~; qŭóniam trìbulor, velóciter exáŭdi me. ^ And turn not away thy face from thy servant~; for I am in trouble, hear me speedily.
19 ^ Intènde ánimaĕ meaĕ, et líbera eam~; pròpter inimícos meos éripe me. ^ Attend to my soul, and deliver it~; save me because of my enemies.
20 ^ Tu scis impropèrium meum, et confusiónem meam, et reverènțiam meam~; in conspèctu tuo sunt òmnes qŭi trìbulant me. ^ Thou knowest my reproach, and my confusion, and my shame~; in thy sight are all they that afflict me.
21 ^ Impropèrium expectávit cor meum et misèriam, et sustìnui qŭi sìmul contristarétur, et non fuit, et qŭi consolarétur, et non invéni. ^ My heart hath expected reproach and misery, and I looked for one that would grieve together with me, but there was none, and for one that would comfort me, and I found none.
22 ^ Et dedérunt in escam meam fel, et in sìti mea potavérunt me acéto. ^ And they gave me gall for my food, and in my thirst they gave me vinegar to drink.
23 ^ Fiat mensa eórum coram ìpsîs in láqŭeum, et in retribûțiónes, et in scándalum. ^ Let their table become as a snare before them, and a recompense, and a stumblingblock.
24 ^ Obscurèntur òculi eórum, ne vìdeant, et dorsum eórum sèmper incùrva. ^ Let their eyes be darkened, that they see not, and their back bend thou down always.
25 ^ Effùnde super eos iram tuam, et furor iraĕ tuaĕ comprehèndat eos. ^ Pour out thy indignation upon them, and let the wrath of thy anger take hold of them.
26 ^ Fiat habitáțio eórum desèrta, et in tabernáculîs eórum non sit qŭi inhábitet. ^ Let their habitation be made desolate, and let there be none to dwell in their tabernacles.
27 ^ Qŭóniam qŭem tu percussìsti persecúti sunt, et super dolórem vùlnerum meórum addidérunt. ^ Because they have persecuted him whom thou hast smitten, and they have added to the grief of my wounds.
28 ^ Appóne iniqŭitátem super iniqŭitátem eórum, et non intrent in justìțiam tuam. ^ Add thou iniquity upon their iniquity, and let them not come into thy justice.
29 ^ Deleántur de lìbro vivèntium, et cum justîs non scribántur. ^ Let them be blotted out of the book of the living, and with the just let them not be written.
30 ^ Ego sum paŭper et dolens~; salûs tua, Deus, suscépit me. ^ But I am poor and sorrowful~; thy salvation, O God, hath set me up.
31 ^ Laŭdábo nomen Dei cum cántico, et magnificábo eum in laŭde~; ^ I will praise the name of God with a canticle, and I will magnify him with praise~;
32 ^ Et placébit Deo super vìtulum novèllum, córnua producèntem et ùngulas. ^ and it shall please God better than a young calf, that bringeth forth horns and hoofs.
33 ^ Vìdeant páŭperes et laĕtèntur~; qŭaĕrite Deum, et vivet ánima vèstra. ^ Let the poor see and rejoice~; seek ye God, and your soul shall live.
34 ^ Qŭóniam exaŭdívit páŭperes Dòminus, et vinctos suos non despèxit. ^ For the Lord hath heard the poor, and hath not despised his prisoners.
35 ^ Laŭdent illum caĕli et terra~; mare, et òmnia reptìlia in eîs. ^ Let the heavens and the earth praise him~; the sea, and every thing that creepeth therein.
36 ^ Qŭóniam Deus salvam fáciet Siónem, et aĕdificabùntur civitátes Judaĕ. Et inhabitábunt ìbi, et hereditáte acqŭírent eam. ^ For God will save Sion, and the cities of Judah shall be built up. And they shall dwell there, and acquire it by inheritance.
37 ^ Et semen servórum ejus possidébit eam~; et qŭi díliǧunt nomen ejus, habitábunt in ea. ^ And the seed of his servants shall possess it, and they that love his name shall dwell therein.
